,fold,population,householdsize,racepctblack,racePctWhite,racePctAsian,racePctHisp,agePct12t21,agePct12t29,agePct16t24,agePct65up,numbUrban,pctUrban,medIncome,pctWWage,pctWFarmSelf,pctWInvInc,pctWSocSec,pctWPubAsst,pctWRetire,medFamInc,perCapInc,whitePerCap,blackPerCap,indianPerCap,AsianPerCap,HispPerCap,NumUnderPov,PctPopUnderPov,PctLess9thGrade,PctNotHSGrad,PctBSorMore,PctUnemployed,PctEmploy,PctEmplManu,PctEmplProfServ,PctOccupManu,PctOccupMgmtProf,MalePctDivorce,MalePctNevMarr,FemalePctDiv,TotalPctDiv,PersPerFam,PctFam2Par,PctKids2Par,PctYoungKids2Par,PctTeen2Par,PctWorkMomYoungKids,PctWorkMom,NumIlleg,PctIlleg,NumImmig,PctImmigRecent,PctImmigRec5,PctImmigRec8,PctImmigRec10,PctRecentImmig,PctRecImmig5,PctRecImmig8,PctRecImmig10,PctSpeakEnglOnly,PctNotSpeakEnglWell,PctLargHouseFam,PctLargHouseOccup,PersPerOccupHous,PersPerOwnOccHous,PersPerRentOccHous,PctPersOwnOccup,PctPersDenseHous,PctHousLess3BR,MedNumBR,HousVacant,PctHousOccup,PctHousOwnOcc,PctVacantBoarded,PctVacMore6Mos,MedYrHousBuilt,PctHousNoPhone,PctWOFullPlumb,OwnOccLowQuart,OwnOccMedVal,OwnOccHiQuart,RentLowQ,RentMedian,RentHighQ,MedRent,MedRentPctHousInc,MedOwnCostPctInc,MedOwnCostPctIncNoMtg,NumInShelters,NumStreet,PctForeignBorn,PctBornSameState,PctSameHouse85,PctSameCity85,PctSameState85,LandArea,PopDens,PctUsePubTrans,LemasPctOfficDrugUn,ViolentCrimesPerPop
1795,10,0.12,0.32,0.04,0.8,0.61,0.04,0.34,0.47,0.29,0.33,0.14,1.0,0.53,0.72,0.27,0.71,0.3,0.12,0.43,0.59,0.64,0.66,0.37,0.29,0.37,0.56,0.04,0.13,0.06,0.07,0.75,0.13,0.69,0.38,0.37,0.15,0.68,0.45,0.44,0.58,0.54,0.36,0.72,0.76,0.76,0.68,0.36,0.48,0.01,0.09,0.08,0.58,0.53,0.57,0.58,0.54,0.43,0.42,0.4,0.78,0.18,0.17,0.15,0.35,0.45,0.25,0.54,0.11,0.46,0.5,0.09,0.84,0.49,0.03,0.08,0.67,0.05,0.1,0.47,0.5,0.57,0.54,0.51,0.59,0.52,0.54,0.33,0.18,0.01,0.03,0.39,0.33,0.41,0.56,0.42,0.07,0.27,0.38,0.63,0.09
1796,10,0.0,0.24,0.07,0.93,0.05,0.04,0.28,0.44,0.32,0.74,0.02,1.0,0.22,0.37,0.2,0.45,0.71,0.24,0.79,0.22,0.26,0.26,0.17,0.16,0.12,0.3,0.01,0.26,0.27,0.44,0.17,0.37,0.36,0.16,0.33,0.23,0.35,0.63,0.35,0.67,0.68,0.2,0.5,0.55,0.7,0.72,0.61,0.63,0.0,0.15,0.0,0.36,0.36,0.35,0.34,0.14,0.12,0.1,0.09,0.89,0.08,0.08,0.07,0.27,0.23,0.36,0.53,0.08,0.67,0.0,0.03,0.57,0.56,0.04,0.11,0.71,0.27,0.37,0.14,0.12,0.11,0.36,0.32,0.31,0.34,0.52,0.4,0.22,0.0,0.0,0.16,0.18,0.5,0.6,0.43,0.01,0.29,0.03,0.0,0.19
1797,10,0.01,0.47,0.03,0.95,0.04,0.02,0.4,0.46,0.32,0.49,0.0,0.0,0.37,0.52,0.23,0.41,0.56,0.27,0.63,0.36,0.34,0.33,0.31,0.07,0.24,0.27,0.01,0.17,0.13,0.21,0.35,0.38,0.46,0.18,0.47,0.22,0.43,0.34,0.46,0.42,0.4,0.46,0.72,0.76,0.84,0.64,0.56,0.54,0.0,0.13,0.0,0.13,0.18,0.2,0.21,0.03,0.03,0.03,0.03,0.92,0.07,0.19,0.18,0.46,0.43,0.5,0.56,0.04,0.4,0.5,0.16,0.0,0.58,0.06,0.33,0.48,0.06,0.19,0.39,0.38,0.38,0.47,0.52,0.59,0.52,0.57,0.62,0.64,0.0,0.0,0.08,0.68,0.51,0.46,0.56,0.12,0.03,0.08,0.0,0.16
1798,10,0.01,0.28,0.01,0.92,0.12,0.15,0.16,0.24,0.09,0.49,0.02,1.0,0.56,0.61,0.36,0.81,0.44,0.01,0.46,0.58,0.66,0.65,0.34,0.29,0.84,0.45,0.0,0.07,0.09,0.1,0.8,0.11,0.69,0.17,0.64,0.07,0.86,0.49,0.28,0.66,0.61,0.31,0.7,0.73,0.84,0.8,0.69,0.68,0.0,0.03,0.0,0.02,0.09,0.21,0.36,0.01,0.03,0.06,0.09,0.83,0.08,0.11,0.1,0.32,0.29,0.38,0.7,0.06,0.31,0.5,0.02,0.81,0.72,0.1,0.4,0.29,0.05,0.14,0.24,0.25,0.27,0.52,0.49,0.55,0.6,0.13,0.28,0.28,0.0,0.0,0.15,0.61,0.63,0.81,0.84,0.01,0.32,0.06,0.0,0.14
1799,10,0.05,0.4,0.04,0.84,0.24,0.16,0.89,1.0,1.0,0.24,0.06,1.0,0.12,0.57,0.41,0.39,0.25,0.46,0.28,0.21,0.18,0.19,0.21,0.13,0.12,0.26,0.11,0.86,0.17,0.23,0.51,0.61,0.36,0.16,0.61,0.23,0.41,0.37,1.0,0.57,0.49,0.37,0.36,0.45,0.52,0.34,0.49,0.52,0.02,0.29,0.02,0.58,0.62,0.64,0.68,0.28,0.26,0.24,0.23,0.83,0.12,0.24,0.15,0.33,0.36,0.38,0.12,0.22,0.65,0.0,0.04,0.82,0.15,0.09,0.27,0.67,0.19,0.13,0.24,0.24,0.23,0.3,0.34,0.4,0.33,1.0,0.59,0.22,0.04,0.13,0.2,0.66,0.06,0.13,0.75,0.06,0.15,0.07,0.0,0.19
1800,10,0.01,0.35,0.01,0.99,0.02,0.01,0.4,0.45,0.28,0.49,0.0,0.0,0.17,0.39,0.25,0.4,0.57,0.46,0.62,0.19,0.21,0.2,0.2,0.15,0.16,0.24,0.02,0.41,0.38,0.53,0.15,0.64,0.31,0.92,0.26,0.8,0.23,0.63,0.28,0.62,0.65,0.42,0.56,0.61,0.65,0.66,0.58,0.46,0.01,0.23,0.0,0.0,0.38,0.51,0.43,0.0,0.02,0.02,0.02,0.97,0.03,0.16,0.15,0.38,0.38,0.38,0.57,0.08,0.45,0.5,0.01,0.79,0.57,0.24,0.56,0.27,0.77,0.2,0.05,0.04,0.05,0.09,0.11,0.1,0.14,0.44,0.11,0.31,0.0,0.0,0.02,0.86,0.65,0.85,0.86,0.02,0.18,0.0,0.0,0.07
1801,10,0.08,0.32,0.69,0.45,0.05,0.02,0.47,0.57,0.44,0.52,0.09,1.0,0.2,0.49,0.17,0.39,0.56,0.4,0.32,0.25,0.33,0.46,0.18,0.1,0.19,0.34,0.09,0.47,0.38,0.47,0.47,0.34,0.49,0.4,0.57,0.44,0.48,0.67,0.6,0.63,0.68,0.4,0.24,0.25,0.29,0.21,0.58,0.61,0.09,0.74,0.01,0.56,0.53,0.57,0.57,0.08,0.07,0.06,0.06,0.95,0.03,0.23,0.17,0.26,0.29,0.29,0.33,0.13,0.65,0.0,0.12,0.64,0.34,0.55,0.37,0.4,0.54,0.42,0.11,0.13,0.17,0.08,0.19,0.25,0.22,0.34,0.35,0.35,0.07,0.0,0.05,0.65,0.46,0.62,0.5,0.07,0.19,0.13,1.0,0.72
1802,10,0.0,0.55,0.03,0.95,0.08,0.03,0.34,0.41,0.2,0.27,0.02,0.87,0.44,0.77,0.42,0.63,0.33,0.27,0.44,0.41,0.34,0.33,0.21,0.45,0.23,0.23,0.01,0.19,0.27,0.36,0.32,0.09,0.74,0.73,0.34,0.56,0.42,0.3,0.22,0.32,0.32,0.51,0.76,0.77,0.79,0.73,0.46,0.5,0.01,0.26,0.0,0.19,0.46,0.42,0.41,0.03,0.06,0.05,0.04,0.93,0.02,0.15,0.17,0.58,0.57,0.53,0.78,0.04,0.28,0.5,0.0,0.92,0.78,0.12,0.36,0.81,0.12,0.21,0.21,0.2,0.2,0.2,0.28,0.32,0.32,0.49,0.47,0.11,0.0,0.0,0.06,0.85,0.49,0.75,0.77,0.05,0.06,0.02,0.0,0.07
1803,10,0.02,0.28,0.1,0.91,0.02,0.01,0.4,0.39,0.26,0.69,0.0,0.0,0.07,0.02,0.08,0.34,0.79,0.96,0.6,0.11,0.18,0.17,0.23,0.08,0.74,0.35,0.06,0.75,0.58,0.63,0.17,0.79,0.04,0.26,0.59,0.4,0.38,0.66,0.3,0.69,0.72,0.38,0.37,0.41,0.32,0.45,0.02,0.0,0.01,0.24,0.0,0.07,0.22,0.18,0.3,0.0,0.01,0.01,0.01,0.98,0.03,0.18,0.15,0.28,0.26,0.35,0.45,0.06,0.55,0.0,0.06,0.58,0.47,0.3,0.7,0.0,0.81,0.3,0.02,0.02,0.03,0.05,0.1,0.11,0.09,0.69,0.18,0.43,0.0,0.0,0.02,0.8,0.55,0.81,0.79,0.03,0.18,0.0,0.0,0.27
1804,10,0.0,0.36,0.01,0.98,0.05,0.01,0.28,0.4,0.21,0.47,0.0,0.0,0.4,0.6,0.01,0.6,0.49,0.11,0.48,0.42,0.46,0.44,0.22,0.25,0.18,0.61,0.01,0.12,0.22,0.22,0.52,0.35,0.6,0.35,0.68,0.28,0.63,0.43,0.3,0.47,0.47,0.4,0.71,0.75,0.82,0.48,0.63,0.76,0.0,0.06,0.0,0.18,0.27,0.22,0.19,0.03,0.04,0.03,0.02,0.94,0.02,0.1,0.1,0.37,0.46,0.22,0.68,0.05,0.58,0.0,0.02,0.73,0.62,0.04,0.38,0.52,0.14,0.06,0.39,0.38,0.39,0.48,0.51,0.59,0.51,0.57,0.72,0.68,0.0,0.0,0.07,0.29,0.47,0.5,0.27,0.05,0.05,0.02,0.0,0.03
1805,10,0.03,0.31,0.02,0.96,0.03,0.05,0.42,0.43,0.29,0.54,0.0,0.0,0.21,0.44,0.48,0.54,0.66,0.3,0.48,0.26,0.24,0.23,0.16,0.0,0.07,0.34,0.02,0.25,0.26,0.34,0.25,0.21,0.51,0.44,0.53,0.53,0.33,0.41,0.33,0.43,0.44,0.37,0.64,0.69,0.68,0.7,0.84,0.83,0.01,0.16,0.0,0.36,0.26,0.22,0.22,0.03,0.02,0.01,0.01,0.95,0.03,0.07,0.07,0.3,0.37,0.19,0.64,0.04,0.54,0.5,0.03,0.81,0.59,0.15,0.44,0.27,0.26,0.06,0.06,0.05,0.06,0.14,0.17,0.18,0.16,0.42,0.17,0.39,0.02,0.0,0.03,0.8,0.61,0.72,0.8,0.07,0.09,0.06,0.0,0.45
1806,10,0.03,0.37,0.04,0.83,0.46,0.05,0.37,0.55,0.35,0.29,0.05,1.0,0.31,0.71,0.11,0.46,0.33,0.3,0.37,0.32,0.3,0.29,0.55,0.21,0.25,0.41,0.02,0.24,0.13,0.22,0.29,0.25,0.66,0.35,0.36,0.37,0.32,0.7,0.48,0.79,0.78,0.44,0.54,0.6,0.66,0.44,0.41,0.53,0.01,0.2,0.02,0.55,0.57,0.59,0.67,0.41,0.38,0.35,0.36,0.81,0.18,0.23,0.19,0.4,0.48,0.37,0.39,0.22,0.62,0.0,0.03,0.84,0.37,0.08,0.07,0.65,0.16,0.03,0.29,0.29,0.27,0.46,0.42,0.45,0.42,0.6,0.41,0.19,0.0,0.0,0.31,0.47,0.28,0.32,0.51,0.02,0.34,0.36,0.0,0.15
1807,10,0.01,0.68,0.01,0.99,0.02,0.01,0.44,0.46,0.29,0.21,0.01,0.43,0.58,0.78,0.21,0.5,0.36,0.24,0.41,0.55,0.39,0.37,0.49,0.76,0.34,0.29,0.0,0.09,0.08,0.2,0.34,0.46,0.71,0.25,0.38,0.25,0.41,0.25,0.39,0.3,0.29,0.72,0.87,0.88,0.94,0.69,0.57,0.58,0.0,0.06,0.0,0.07,0.1,0.08,0.09,0.01,0.02,0.01,0.01,0.94,0.01,0.35,0.37,0.73,0.76,0.26,0.94,0.05,0.23,0.5,0.01,0.84,0.9,0.28,0.62,0.58,0.04,0.01,0.42,0.4,0.39,0.1,0.39,0.64,0.37,0.49,0.63,0.49,0.0,0.0,0.07,0.91,0.81,0.81,0.92,0.06,0.05,0.1,0.0,0.13
1808,10,0.05,0.32,0.94,0.22,0.13,0.02,0.37,0.47,0.31,0.43,0.06,1.0,0.34,0.58,0.18,0.56,0.45,0.27,0.4,0.37,0.42,0.61,0.3,0.18,0.19,0.46,0.05,0.33,0.18,0.27,0.67,0.4,0.57,0.29,0.9,0.25,0.74,0.46,0.56,0.64,0.59,0.43,0.38,0.38,0.66,0.35,0.67,0.78,0.05,0.63,0.02,0.53,0.52,0.57,0.53,0.23,0.2,0.2,0.17,0.88,0.05,0.24,0.19,0.34,0.46,0.23,0.56,0.09,0.57,0.0,0.06,0.75,0.5,0.42,0.42,0.19,0.1,0.49,0.12,0.15,0.24,0.35,0.34,0.36,0.37,0.51,0.32,0.26,0.01,0.0,0.18,0.6,0.65,0.54,0.66,0.01,0.57,0.27,0.0,0.26
1809,10,0.0,0.46,0.04,0.92,0.03,0.07,0.42,0.42,0.26,0.4,0.0,0.0,0.24,0.57,1.0,0.4,0.44,0.22,0.67,0.24,0.22,0.22,0.14,0.08,0.01,0.25,0.01,0.36,0.29,0.4,0.2,0.52,0.46,0.63,0.4,0.69,0.34,0.48,0.19,0.42,0.46,0.45,0.73,0.68,0.63,0.7,0.61,0.63,0.0,0.16,0.0,0.0,0.0,0.07,0.06,0.0,0.0,0.01,0.01,0.94,0.0,0.19,0.21,0.49,0.46,0.56,0.7,0.15,0.37,0.5,0.02,0.6,0.72,0.21,0.81,0.58,0.45,0.22,0.06,0.06,0.07,0.11,0.15,0.19,0.19,0.43,0.2,0.35,0.0,0.0,0.05,0.55,0.6,0.68,0.67,0.03,0.09,0.0,0.0,0.06
1810,10,0.05,0.77,0.58,0.35,0.24,0.36,1.0,1.0,1.0,0.28,0.07,1.0,0.27,0.57,0.24,0.36,0.44,0.49,0.32,0.28,0.21,0.25,0.25,0.21,0.22,0.27,0.07,0.58,0.55,0.6,0.37,0.59,0.41,0.35,0.65,0.43,0.35,0.36,1.0,0.34,0.36,0.58,0.14,0.13,0.25,0.0,0.65,0.64,0.06,1.0,0.05,0.58,0.66,0.72,0.76,0.68,0.68,0.68,0.65,0.52,0.45,0.59,0.48,0.51,0.48,0.56,0.1,0.48,0.74,0.0,0.04,0.76,0.14,0.57,0.38,0.21,0.54,0.97,0.29,0.3,0.29,0.47,0.54,0.66,0.55,0.7,0.88,1.0,0.06,0.04,0.5,0.49,0.32,0.3,0.52,0.01,0.67,0.69,0.5,0.62
1811,10,0.04,0.34,0.12,0.9,0.01,0.01,0.38,0.45,0.29,0.54,0.06,1.0,0.2,0.46,0.15,0.43,0.58,0.43,0.58,0.2,0.23,0.22,0.18,0.16,0.3,0.24,0.05,0.4,0.47,0.55,0.19,0.44,0.42,0.49,0.42,0.57,0.33,0.71,0.34,0.75,0.77,0.37,0.41,0.42,0.49,0.35,0.56,0.58,0.02,0.24,0.0,0.19,0.41,0.49,0.45,0.01,0.02,0.03,0.02,0.97,0.02,0.14,0.13,0.35,0.38,0.35,0.51,0.09,0.6,0.0,0.05,0.78,0.5,0.1,0.44,0.33,0.5,0.13,0.07,0.06,0.07,0.12,0.18,0.22,0.19,0.44,0.19,0.35,0.01,0.0,0.02,0.62,0.58,0.68,0.7,0.04,0.23,0.07,0.0,0.53
1812,10,0.02,0.35,0.06,0.85,0.3,0.17,0.27,0.48,0.26,0.56,0.04,1.0,0.36,0.57,0.18,0.51,0.57,0.17,0.45,0.4,0.36,0.34,0.47,0.0,0.35,0.36,0.01,0.15,0.59,0.59,0.23,0.45,0.51,0.53,0.15,0.47,0.32,0.43,0.46,0.44,0.45,0.46,0.64,0.65,0.71,0.56,0.27,0.32,0.01,0.16,0.03,0.26,0.4,0.48,0.53,0.36,0.49,0.53,0.54,0.47,0.3,0.24,0.21,0.38,0.51,0.35,0.32,0.2,0.75,0.0,0.03,0.8,0.29,0.21,0.49,0.33,0.13,0.04,0.48,0.45,0.41,0.58,0.59,0.62,0.58,0.59,0.73,1.0,0.0,0.0,0.59,0.6,0.72,0.78,0.76,0.0,0.83,0.34,0.0,0.09
1813,10,0.02,0.6,0.15,0.45,0.02,0.82,0.49,0.53,0.34,0.3,0.0,0.0,0.23,0.6,0.66,0.33,0.38,0.31,0.24,0.24,0.17,0.25,0.16,0.48,0.18,0.22,0.04,0.57,0.81,0.73,0.13,0.38,0.56,0.34,0.41,0.53,0.18,0.56,0.37,0.56,0.58,0.71,0.57,0.54,0.62,0.57,0.69,0.66,0.01,0.17,0.01,0.3,0.35,0.42,0.58,0.2,0.21,0.23,0.28,0.32,0.5,0.54,0.53,0.65,0.6,0.71,0.41,0.63,0.59,0.0,0.03,0.66,0.45,0.4,0.79,0.69,0.77,0.38,0.08,0.08,0.08,0.19,0.2,0.21,0.23,0.4,0.28,0.53,0.0,0.0,0.28,0.8,0.53,0.76,0.85,0.03,0.15,0.0,0.0,0.49
1814,10,0.01,0.65,0.15,0.84,0.12,0.02,1.0,1.0,1.0,0.25,0.0,0.0,0.13,0.65,0.83,0.53,0.33,0.27,0.38,0.22,0.15,0.15,0.13,0.08,0.36,0.18,0.03,0.69,0.24,0.26,0.57,0.53,0.3,0.16,0.82,0.23,0.46,0.18,1.0,0.21,0.2,0.31,0.6,0.64,0.72,0.56,0.43,0.54,0.0,0.21,0.0,0.89,0.87,0.8,0.74,0.2,0.17,0.14,0.12,0.92,0.02,0.09,0.07,0.27,0.37,0.25,0.3,0.07,0.65,0.0,0.02,0.66,0.28,0.08,0.32,0.58,0.3,0.09,0.1,0.11,0.11,0.16,0.21,0.22,0.2,0.86,0.29,0.11,0.0,0.0,0.09,0.63,0.09,0.0,0.51,0.02,0.15,0.01,0.0,0.09
1815,10,0.03,0.59,0.68,0.25,0.03,0.43,0.53,0.59,0.42,0.33,0.04,1.0,0.18,0.39,0.06,0.23,0.47,0.64,0.41,0.18,0.16,0.22,0.22,0.07,0.23,0.23,0.06,0.7,0.64,0.75,0.17,0.81,0.37,0.54,0.51,0.68,0.25,0.64,0.69,0.64,0.67,0.72,0.11,0.14,0.0,0.23,0.34,0.36,0.08,1.0,0.02,0.67,0.69,0.75,0.74,0.57,0.52,0.51,0.46,0.57,0.36,0.69,0.58,0.59,0.54,0.64,0.14,0.44,0.64,0.0,0.05,0.59,0.18,1.0,0.63,0.0,1.0,0.49,0.23,0.23,0.22,0.38,0.4,0.44,0.42,0.89,0.74,0.97,0.09,0.02,0.36,0.67,0.5,0.74,0.73,0.01,0.58,0.22,0.0,0.64
1816,10,0.01,0.54,0.01,0.96,0.12,0.03,0.3,0.29,0.19,0.42,0.03,1.0,1.0,0.72,0.42,0.92,0.38,0.06,0.47,1.0,1.0,1.0,0.36,0.43,0.8,1.0,0.0,0.03,0.06,0.08,0.98,0.15,0.54,0.3,0.35,0.06,0.86,0.14,0.29,0.2,0.18,0.5,0.94,0.95,0.95,0.84,0.0,0.0,0.0,0.03,0.01,0.42,0.39,0.42,0.44,0.32,0.26,0.26,0.25,0.84,0.07,0.17,0.19,0.58,0.57,0.46,0.87,0.02,0.1,1.0,0.01,0.87,0.86,0.12,0.45,0.23,0.01,0.19,1.0,1.0,1.0,0.91,1.0,1.0,1.0,0.34,0.5,0.26,0.01,0.0,0.32,0.27,0.75,0.69,0.46,0.04,0.12,1.0,0.0,0.01
1817,10,0.07,0.29,0.66,0.47,0.03,0.01,0.55,0.58,0.49,0.53,0.09,1.0,0.15,0.44,0.22,0.33,0.56,0.51,0.45,0.2,0.24,0.32,0.17,0.14,0.44,0.24,0.11,0.59,0.33,0.46,0.32,0.38,0.41,0.31,0.42,0.42,0.37,0.58,0.62,0.7,0.68,0.34,0.19,0.22,0.25,0.23,0.56,0.59,0.08,0.69,0.01,0.27,0.29,0.35,0.37,0.03,0.03,0.03,0.03,0.95,0.03,0.18,0.14,0.27,0.29,0.3,0.33,0.11,0.6,0.0,0.15,0.54,0.34,0.2,0.43,0.48,0.39,0.1,0.09,0.11,0.14,0.17,0.22,0.24,0.25,0.59,0.46,0.53,0.05,0.02,0.05,0.65,0.44,0.53,0.61,0.08,0.16,0.18,0.46,0.5
1818,10,0.0,0.57,0.02,0.97,0.03,0.01,0.36,0.4,0.24,0.3,0.02,0.79,0.65,0.76,0.48,0.73,0.37,0.14,0.5,0.58,0.49,0.47,0.66,0.24,0.61,0.6,0.0,0.04,0.13,0.25,0.4,0.12,0.74,0.41,0.49,0.26,0.51,0.23,0.33,0.21,0.22,0.56,0.88,0.89,1.0,0.81,0.52,0.47,0.0,0.04,0.0,0.05,0.04,0.03,0.05,0.01,0.01,0.0,0.01,0.9,0.04,0.2,0.23,0.63,0.63,0.38,0.91,0.04,0.28,0.5,0.0,0.92,0.88,0.12,0.61,0.52,0.02,0.28,0.5,0.47,0.45,0.55,0.64,0.79,0.71,0.62,0.52,0.51,0.0,0.0,0.09,0.82,0.88,0.9,0.83,0.07,0.04,0.01,0.0,0.02
1819,10,0.05,0.52,0.02,0.66,0.19,0.48,0.4,0.48,0.28,0.34,0.0,0.0,0.33,0.57,0.55,0.41,0.39,0.5,0.4,0.34,0.3,0.33,0.21,0.22,0.23,0.33,0.03,0.24,0.37,0.41,0.26,0.51,0.55,0.24,0.49,0.45,0.33,0.56,0.35,0.64,0.63,0.54,0.58,0.59,0.63,0.62,0.61,0.68,0.02,0.21,0.03,0.31,0.36,0.41,0.44,0.23,0.24,0.24,0.24,0.62,0.35,0.34,0.32,0.54,0.54,0.55,0.46,0.45,0.52,0.5,0.03,0.85,0.48,0.15,0.28,0.69,0.24,0.21,0.31,0.31,0.31,0.38,0.38,0.41,0.36,0.48,0.49,0.18,0.03,0.01,0.31,0.61,0.41,0.61,0.74,0.02,0.36,0.03,0.0,0.24
1820,10,0.01,0.33,0.07,0.84,0.32,0.05,0.28,0.5,0.28,0.47,0.03,1.0,0.34,0.69,0.0,0.54,0.35,0.23,0.54,0.36,0.4,0.4,0.3,0.21,0.23,0.43,0.01,0.18,0.13,0.22,0.31,0.23,0.54,0.52,0.19,0.39,0.35,0.76,0.48,0.73,0.78,0.28,0.41,0.49,0.45,0.3,0.42,0.67,0.01,0.34,0.01,0.31,0.37,0.45,0.45,0.13,0.13,0.15,0.14,0.87,0.08,0.16,0.13,0.27,0.33,0.27,0.35,0.19,0.69,0.0,0.02,0.81,0.34,0.04,0.1,0.75,0.14,0.23,0.25,0.25,0.25,0.44,0.4,0.44,0.39,0.4,0.34,0.11,0.0,0.0,0.17,0.45,0.25,0.59,0.55,0.01,0.42,0.26,0.0,0.23
